filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
sample19_healthy.wav,0.46681806,0.09302532,1273.0586688144347,1153.2675875897721,2414.8997913707385,0.0770263671875,-193.47484,190.93378,-77.214355,34.20195,-13.477445,0.2796202,8.532479,-20.325678,-5.1451335,-20.576826,11.631946,2.7695963,-19.855309,-0.25584522,-10.136158,-0.3516467,-5.775709,-7.3685303,8.122188,-8.828969,0
sample1_covid.wav,0.3947959,0.13990301,1822.7696526964953,1479.6101397004625,3512.359064275568,0.1173095703125,-161.76219,142.24335,-82.20042,43.13569,-34.13953,5.639374,-0.07558704,-20.605228,-3.1263964,-44.26489,0.42131186,-13.768189,-28.068785,-0.2773213,-18.081,-2.2840636,-3.0268266,-5.573878,-2.1763818,1.6056861,1
sample2_covid.wav,0.29799467,0.04701,949.3366815459547,927.3553474856952,1697.4526145241477,0.04654208096590909,-406.02362,110.43702,-21.409176,13.860676,-15.54758,3.4216385,-1.7819908,-0.7856821,7.5231137,-21.246502,3.5539625,6.567706,-2.1811619,1.6407875,-7.522186,1.0218854,-2.7890596,-5.320412,-5.0213394,-5.010346,1
sample3_covid.wav,0.47337154,0.05310059,1518.4674677932817,1397.121036844039,2848.5001997514205,0.10596812855113637,-299.2609,165.53021,-50.894283,37.224224,-22.961687,5.843439,-5.139709,3.4452033,18.025259,-38.286263,4.287862,5.3419604,0.59406954,8.584773,-15.715705,0.85469,-5.2664356,-0.34114206,-2.2087862,-10.740495,1
sample4_covid.wav,0.44714862,0.08275387,2145.6696104621383,1468.0458004700008,3849.7941450639205,0.15981223366477273,-227.42601,129.28645,-104.87251,46.096184,-33.19724,2.9779475,-0.1331833,-34.80456,3.4650612,-32.9847,-3.8976312,-2.7775335,-18.039804,0.41942307,-17.861883,-6.8578796,-8.875869,-4.1868124,-3.0404413,-12.117476,1
sample5_covid.wav,0.33976266,0.08183993,1129.8857657862734,984.402217831217,1965.6388716264205,0.06627308238636363,-340.4424,117.65532,-38.91854,10.988791,-24.486694,-0.057236325,8.534148,-18.053377,-0.93653274,-13.927326,-8.854188,-1.8288757,-10.602167,-6.8516264,-4.8027325,-2.2713556,-7.918747,-2.5692527,-0.96237546,-8.598871,1
sample6_covid.wav,0.22661768,0.08162996,1311.325266666212,1056.3444969668678,2242.6341663707385,0.06942471590909091,-353.83963,94.13765,-47.615116,-10.565927,-11.961326,5.422343,18.850649,7.276678,0.8672938,-19.193707,-19.163717,-11.54542,-0.68727964,-0.069561176,-7.9578176,-1.489091,-14.0511265,-13.2203455,0.98506564,-6.5442753,1
sample7_covid.wav,0.2129851,0.0485961,710.4387467001897,623.1152200184348,1249.1704767400568,0.03823020241477273,-443.37784,107.446526,-23.671694,2.4608955,6.354396,-13.221401,-2.0843306,-12.57008,-28.538729,-14.719299,2.468252,-2.4858534,-11.992346,-7.3300004,1.3685496,0.8984236,-5.402386,-4.9955583,-1.0954381,-1.2088212,1
sample8_covid.wav,0.31714568,0.09371564,1104.9049481963305,1085.911856621952,2006.9924094460227,0.0679931640625,-285.14554,143.85413,-37.138847,29.517365,6.191647,6.536827,10.269731,-16.654436,-8.498233,-8.413692,3.7116723,-14.59809,-28.599022,-5.006099,-17.191296,-10.535921,12.064289,2.3681672,1.9659164,5.318752,1
sample9_covid.wav,0.25916347,0.06639204,1393.1071435178962,1085.7284972974892,2682.8413529829545,0.07919034090909091,-389.42508,84.627754,-46.49036,41.433865,-29.564787,5.484077,13.590987,-12.137659,-5.0663285,-24.700441,4.6416874,-4.1714077,-1.1274263,11.417706,-11.979737,-3.8333404,-5.27813,-0.7226441,-5.434444,-11.87404,1
